-27.839074999999998, -169.5375138888889
-29.99300277777778, -169.713325
-31.653380555555554, -169.88913888888888
-33.57801388888889, -169.80123333333336
-35.81781388888889, -169.713325
-37.439975, -169.44960833333334
-30.600094444444444, -167.69148333333334
-28.071980555555555, -165.84545
-27.215555555555554, -163.99941944444444
-27.215555555555554, -161.977575
-21.453069444444445, -155.38460555555554
-23.563986111111113, -155.1208861111111
-25.56226388888889, -155.38460555555554
-27.215555555555554, -155.38460555555554
-29.535230555555557, -155.20879166666666
-31.57853611111111, -155.2967
-33.21111666666667, -155.91204166666668
-34.957994444444445, -155.56041666666667
-36.52729444444444, -154.945075
-37.579413888888894, -152.92323055555553
-37.92686666666666, -150.19813611111113
-38.06539166666666, -147.7367611111111
-31.95216111111111, -158.19760555555555
-31.802891666666667, -153.09904166666666
-31.728166666666667, -150.98929166666665
-30.524413888888887, -136.6605722222222
-29.764377777777778, -138.85822777777778
-29.840644444444443, -141.40751111111112
-31.57853611111111, -143.42935277777778
-33.431441666666665, -143.6930722222222
-35.173808333333334, -143.16563611111113
-36.66841944444444, -141.67122777777777
-36.66841944444444, -141.67122777777777
-37.16031666666667, -139.2977611111111
-37.23032777777778, -136.13313333333335
-28.226969444444443, -130.41922777777776
-29.840644444444443, -130.50713333333334
-32.02670555555555, -130.15550833333333
-34.74161111111111, -130.50713333333334
-37.02009722222222, -130.15550833333333
-38.754083333333334, -130.50713333333334
-38.754083333333334, -130.50713333333334
-40.647302777777774, -130.5950388888889
-27.44978888888889, -128.39738333333332
-27.059125, -126.19972777777778
-27.215555555555554, -123.82625833333333
-27.916766666666668, -121.89231944444445
-29.611669444444445, -121.89231944444445
-30.67571388888889, -123.73835
-31.052933333333335, -125.84810277777777
-31.57853611111111, -127.69413333333334
-19.394066666666667, -105.37018055555555
-18.47960833333333, -107.12830555555554
-18.979025, -109.06224166666667
-18.979025, -109.06224166666667
-20.715013888888887, -110.46874166666667
-22.917922222222224, -111.0840861111111
-24.76678611111111, -110.99618055555555
-24.76678611111111, -110.99618055555555
-26.509905555555555, -111.17199166666667
-27.68352777777778, -112.66640000000001
-27.68352777777778, -112.66640000000001
-27.68352777777778, -112.66640000000001
-28.69058888888889, -114.16080555555556
-28.69058888888889, -114.16080555555556
-29.91685277777778, -112.49058611111111
-29.91685277777778, -112.49058611111111
-31.802891666666667, -111.2599
-33.57801388888889, -111.34780555555555
-35.24561944444444, -111.2599
-36.738883333333334, -111.2599
-38.479394444444445, -111.2599
-40.17887222222222, -111.0840861111111
-41.37680833333334, -109.41386666666668
-41.902277777777776, -107.47993055555555
-41.96765833333333, -105.19436666666667
-17.89511388888889, -92.27214722222222
-17.89511388888889, -92.27214722222222
-19.47695, -93.41492777777778
-19.47695, -93.41492777777778
-21.125497222222222, -94.82142777777777
-22.43133888888889, -95.87630277777777
-23.4834, -97.3707111111111
-23.4834, -97.3707111111111
-24.846563888888888, -98.86511666666667
-26.352497222222222, -100.35952222222221
-27.605672222222225, -98.86511666666667
-27.52775833333333, -97.10699166666666
-27.761330555555556, -94.90933611111112
-27.761330555555556, -92.62377222222221
-27.761330555555556, -89.89867777777778
-24.28702777777778, -92.79958611111111
-29.840644444444443, -92.88749166666668
-31.35363611111111, -92.97539722222223
-32.842675, -93.23911666666666
-34.885930555555554, -93.50283611111111
-36.738883333333334, -93.67864722222222
-38.27268888888889, -93.8544611111111
-39.639538888888886, -94.03027222222222
-39.639538888888886, -94.03027222222222
-41.50857777777778, -94.46980277777779
-30.145127777777777, -82.42664722222223
-32.02670555555555, -82.42664722222223
-33.504758333333335, -82.25083333333333
-35.24561944444444, -82.25083333333333
-37.16031666666667, -82.07502222222222
-39.3003, -82.07502222222222
-40.780541666666664, -82.16292777777778
-32.91648611111111, -80.31689722222222
-30.524413888888887, -79.08620833333333
-29.91685277777778, -76.44901944444445
-38.754083333333334, -67.65839444444445
